-1.073737962,-2.015432827,-5.351162774
6.263855484,-3.213716231,-5.101728035
5.818975964,-4.59589317,-0.529111376
1.821252293,0.534374423,-5.004003729
0.221621381,-4.344959324,-5.389988929
-1.281448768,-2.869787669,3.879175758
0.87259121,-1.989962607,4.066071232
-4.869270689,-1.19976673,-5.337636465
-1.942124405,0.628369975,4.191356337
-3.100183862,0.228853711,4.277149702
1.872670745,-3.289090834,-5.177951977
6.169309008,-3.213660577,-5.033327004
9.036748628,-5.86272174,-0.815184505
7.953597054,-2.669060688,-4.615284148
-4.360584892,-8.800270655,-4.731147622
-1.312314152,-2.867689826,3.961445928
-0.199054382,-3.628541395,4.298007139
-3.280956988,0.377732485,4.514784381
6.639098003,2.591790517,-1.607278538
4.887220448,0.357305566,-5.390482957
1.219986036,1.322706221,-5.279216797
6.203370017,-3.224125614,-5.105055695
0.400247367,-2.719944011,4.058930512
-0.518334011,-1.250231817,4.203502372
3.475240659,3.686181189,-5.422675195
-3.016674854,-9.102023885,3.81802431
4.872474057,2.774873183,-1.7259924
2.784559785,0.550584376,-5.268979815
4.900361971,3.692923176,-0.452663145
9.649283861,-12.45830542,-4.94597851
-0.001766996,-3.977773887,3.732076067
-0.227931458,-10.9509355,4.24260998
-5.524926357,0.526140283,-3.096649112
-1.02433439,-3.881345782,-4.861141336
3.154633147,-14.96492718,-5.180188236
-0.392937245,-7.126776552,5.277780047
11.50004659,-8.85525258,-4.999050128
15.37244685,0.80655873,3.992165812
-1.664764958,0.475908521,4.072968201
-10.38452773,2.613958593,4.043520553
18.10539591,1.297188676,-4.062404438
-9.224630378,4.702624989,3.519212185
8.037635182,-0.112217369,-5.12664956
2.223596175,-0.807955778,-5.294127758
2.546040302,0.470995405,4.294079189
-4.124031339,-3.409249102,4.229792519
-2.430709363,-8.756477536,-4.992364286
2.42717562,2.074101028,4.271992397
-3.746470226,-10.63328447,-2.933885114
10.71195141,5.817968645,-5.277495496
7.304024124,1.179404414,-5.165988575
7.848739314,0.139468952,-4.216010509
8.292117999,9.764192165,-5.068673148
9.889784925,8.878083125,3.719648994
27.19883773,-20.85905703,-4.401145042
9.252645653,-10.59874075,4.269858451
-5.838280709,-5.044138572,-5.178856911
27.17971809,-20.84043364,-4.407640104
9.481049723,0.869769835,4.177387954
-2.582145777,7.921411911,-5.451403312
-3.15190118,-1.778649415,4.032702606
11.9742487,-10.65960345,-4.947133611
-1.277573087,0.017386501,4.309346864
0.231488302,-4.279924484,-5.194538346
5.090408038,-2.961950631,1.149602603
-1.552590963,-6.656101814,3.97230103
11.98821479,-22.8112346,-4.920100814
3.401559936,-1.697404551,4.144163409
3.098785679,-3.19758224,-5.25277781
-9.716957919,-24.25153236,-4.55231157
7.04651211,0.371568991,-5.231838425
12.61620557,-23.52835186,4.14200981
-2.496590526,-1.064516539,-5.412275838
2.223488987,-0.807349632,-5.295953222
-7.570889736,7.302913218,-5.51611551
-1.539270802,1.978442078,4.176542769
-0.719994762,-1.569882678,-5.276792005
1.709074734,-1.150416806,-5.240108799
1.250847371,1.353369435,-5.346780249
7.230987249,-23.55755088,4.520273673
5.019631671,3.804984382,-0.434929624
6.607781817,2.545663647,-1.576309674
-12.20318695,3.762196337,3.558370632
-5.10203093,4.625031232,-5.540825814
1.72291099,7.786741631,-5.547561817
4.297729795,-22.07783839,-4.594273488
2.964448342,19.61556961,-11.68914652
-0.831420902,-0.043287416,-5.263761226
3.092701495,-22.88028536,-4.838713964
-92.51108224,27.45993983,6.336030258
-2.177475285,1.106878532,4.141126295
2.669052962,-5.122443076,-5.148758416
-8.34853018,-2.289435241,4.869960016
-4.689235494,1.605605514,4.935329103
-0.934569172,1.933111854,3.473421956
-0.952753913,-2.307846364,4.020935428
0.563912822,-1.531683689,-6.961385972
-5.484073188,-3.944138872,-4.842950387
-2.886675471,2.051985699,3.796389418
0.887810924,-2.034780492,4.218247992
-4.635651044,-5.45781141,4.184896681
4.884770755,-2.543937394,-1.432717632
1.36663962,-5.362077176,4.570613771
-0.566592484,-4.091977467,3.977237139
-0.46398771,-4.781767509,-5.278930743
-2.220022613,-2.951990989,-5.12677516
-2.379145551,-8.777132343,-4.98013136
1.87696895,0.680272986,-5.202481922
1.853285091,-5.158154791,-5.140925867
-2.962169109,-2.819903663,-5.737921919
-4.637179128,-5.441919472,4.186826178
7.067068047,2.089314477,3.939105908
4.591116926,-7.498326349,-5.17160939
3.57572254,3.812076529,-5.546331018
-10.61344453,-23.99771292,4.980501263
-10.00237436,4.517610307,-2.579156542
-6.673122622,-25.33638453,4.236830561
5.188878426,2.963408072,-1.853275502
18.0971343,1.452020588,4.703423692
6.18686779,0.646129274,-5.081175594
1.162953716,-1.811571362,4.092418642
-6.408606331,-10.78990054,2.515701446
9.898883192,-2.235891112,-5.310220108
4.598847021,-23.54666818,-4.968854485
8.12329098,0.925524982,0.080471109
2.184862906,0.447127758,-5.347904594
25.97967446,-18.12889639,4.353715044
-7.7244259,7.350452543,-6.063720069
6.584103636,2.075582988,-1.931740818
2.871192109,-22.02723736,4.61949297
-5.721130947,-4.978398921,-5.08381245
3.226714057,-22.48409027,-4.73151992
5.169555809,-10.3248153,-4.753834432
-32.31467314,-20.6933506,6.566440826
9.102334415,-22.93294551,-4.407754103
-5.660943626,0.445234137,-3.348167393
19.52831506,-49.35497195,4.442528132
-59.87412076,46.69190206,4.963693337
1.581136967,-1.074245696,-5.257220302
4.528726173,-0.435668598,-5.349128044
10.70765824,-27.43399955,4.207883172
-4.175334607,2.251158363,-5.587568368
11.00820228,1.213333982,3.225596619
-14.22168016,-0.23482721,3.166338007
3.401658335,-1.705086587,4.147044179
6.750423738,0.395403099,-1.92080971
0.576745941,1.32001609,-5.413485326
-0.80299035,-1.844057053,-5.322016452
5.607135968,-2.214119883,0.262061275
5.340220286,-2.616824297,-1.139572769
4.250317159,-1.944463052,-2.638941728
-10.01247179,-8.767134618,-5.014390613
7.858225968,-5.273071203,-5.208250246
14.84005557,-0.435344522,4.402242756
-2.842653363,3.586674067,4.121172894
-10.32042803,2.605130381,4.037757569
-0.909098194,1.97281689,3.712641481
-0.255725377,-1.51156238,4.34429482
10.35432363,13.23190765,-4.489608636
-0.666086056,1.861178598,4.00838954
11.74486435,-13.27545469,4.788013115
-1.280498494,0.721131982,3.958113643
-7.941822436,-22.18295292,0.586800448
5.731820044,-4.457251422,-0.862991156
-10.82404211,-28.25121896,-5.038235728
7.472754471,-8.737293551,-5.227683051
1.801658783,2.785766684,-5.448196642
-2.878534146,3.625073879,4.150443076
5.555841491,-2.227953408,0.279489032
2.574695945,-2.773408402,-5.188744383
7.582357846,-15.66038821,-5.000442284
-40.39772785,-27.93421938,5.269643532
-2.896719642,0.193595387,-5.433392638
-9.104179341,-4.863907982,4.445914288
-4.124535314,0.748018833,-5.620035941
0.08533934,-11.11247274,4.586140754
10.87566675,-27.77558958,4.280047004
-8.265407868,-23.52242749,4.724213838
6.948714783,-22.67384315,4.233691498
8.998654358,-22.68234466,-4.373800837
12.26556104,-6.854933195,-8.323966197
11.50117591,-29.38137354,4.533749556
-54.68277997,43.48489056,7.027209057
-3.620786989,-2.992350109,4.214535956
8.050836531,-26.18999075,4.341353221
-106.1438969,31.65034776,7.530347775
-3.647605396,-2.994860766,4.236426077
26.52351437,-27.17319836,-3.165936777
3.346925306,-2.740303104,4.197067803
-2.193146133,-9.374974292,4.176383142
-4.64183384,-0.686702005,4.452398447
-1.450881516,-1.515086323,4.089332366
7.9387426,-0.123208037,-5.081052065
-1.889741573,-2.456084867,3.788658141
-0.5253621,-3.820693124,-4.255194456
6.218432999,-3.639908719,-2.430553979
5.328537491,-4.113088564,0.318546394
9.630428467,-6.093675394,-0.894593311
15.10488724,-7.301345558,1.144942764
2.700582502,-10.54974008,-4.994043892
-0.642965921,-1.256191965,-5.298245892
-0.229655793,-0.157571832,-5.336216268
12.52703618,-0.334651793,-5.057353972
7.875982955,0.936935385,-5.216029792
-6.408685752,-2.063115334,4.46548501
10.18149122,-15.10241136,4.260116742
-10.00741647,-11.68488749,1.87439699
-3.133021969,7.803540622,-5.357141714
-0.598055653,-2.911790961,-5.248882589
-7.662936705,-21.50739746,0.580079464
-11.45429207,10.7272924,-5.127356323
-0.416516856,-0.903414192,-5.364567226
-5.707867525,-8.581629205,-1.124062447
5.183539397,1.330977323,-3.988023771
-8.006779616,-22.27316449,0.609692455
-4.933842754,-1.188232579,-5.340987874
0.932085897,4.147022644,-5.549067265
19.03774778,-20.78084464,4.455048188
9.132238944,-9.02833821,3.902238693
27.63793699,-24.05247611,4.395302187
5.964103395,0.15895899,4.162871632
10.90136207,-27.92410704,4.238897032
-9.890351785,-22.53546767,4.559770006
3.99999873,1.617089319,-5.433521681
2.089764184,2.178024223,4.386040265
1.618203076,-1.195975301,-5.005732548
6.907813018,3.585521718,4.285016409
